,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
356,Pisco,-13.7,-76.2167,57.02,88,40,3.44,PE,1660450736
357,Coquimbo,-29.9533,-71.3436,51.53,100,0,3.44,CL,1660450832
358,Eirunepé,-6.6603,-69.8736,77.04,68,72,1.07,BR,1660451154
359,Bujumbura,-3.3822,29.3644,72.16,61,96,1.52,BI,1660451155
360,Okha,53.5739,142.9478,62.24,75,66,2.08,RU,1660451155
361,Sur,22.5667,59.5289,86.0,64,96,9.86,OM,1660451155
362,Tadine,-21.55,167.8833,74.16,68,100,17.96,NC,1660451156
363,Polyarny,69.1989,33.4478,53.33,69,100,11.07,RU,1660451156
364,Shevchenkove,49.6959,37.1735,74.26,56,100,20.89,UA,1660451157
365,Kalmunai,7.4167,81.8167,87.4,59,99,4.7,LK,1660451157
366,Kiruna,67.8557,20.2251,43.72,87,100,3.44,SE,1660451158
367,Itarema,-2.9248,-39.9167,76.35,83,78,14.43,BR,1660450832
368,Talcahuano,-36.7167,-73.1167,49.68,100,100,8.05,CL,1660451159
369,Gisborne,-38.6533,178.0042,57.34,57,0,6.96,NZ,1660450923
370,Shingū,33.7333,135.9833,91.26,60,99,11.27,JP,1660451159
371,Lata,40.1629,-8.3327,55.51,98,80,2.17,PT,1660450744
372,Kidal,18.4411,1.4078,87.76,32,87,10.65,ML,1660450724
373,Puerto Quijarro,-17.7833,-57.7667,73.29,50,27,2.35,BO,1660451160
374,Laas,46.6166,10.7002,58.08,73,2,2.8,IT,1660451160
375,Nyaunglebin,17.95,96.7333,84.43,75,100,6.24,MM,1660451161
376,Nouakchott,18.0858,-15.9785,80.53,78,71,6.11,MR,1660451161
377,Española,35.9911,-106.0806,77.59,42,79,4.21,US,1660451162
378,Margate,51.3813,1.3862,72.3,80,89,7.52,GB,1660451162
379,Husavik,66.0449,-17.3389,47.3,82,100,2.82,IS,1660451163
380,Niltepec,16.5667,-94.6167,76.35,89,96,1.57,MX,1660451163
381,Lavrentiya,65.5833,-171.0,40.5,72,100,14.2,RU,1660451164
382,Dodola,6.9833,39.1833,54.25,93,96,2.59,ET,1660451164
383,Buenos Aires,-34.6132,-58.3772,61.95,85,0,3.44,AR,1660450942
384,Mandalgovi,45.7625,106.2708,66.0,52,3,15.7,MN,1660451165
385,Severo-Yeniseyskiy,60.3725,93.0408,58.41,57,100,5.1,RU,1660451165
386,Maceió,-9.6658,-35.7353,71.04,88,20,2.3,BR,1660451054
387,Pacific Grove,36.6177,-121.9166,64.08,86,100,5.75,US,1660451166
388,San Quintín,30.4833,-115.95,71.92,82,41,3.31,MX,1660451166
389,Kawalu,-7.3817,108.2082,85.24,62,76,4.5,ID,1660451167
390,Jacareacanga,-6.2222,-57.7528,77.72,60,68,3.4,BR,1660451167
391,Ust-Tsilma,65.441,52.1498,50.85,66,78,8.28,RU,1660451168
392,Kīhei,20.785,-156.4656,86.02,60,20,23.02,US,1660451168
393,Miravci,41.3078,22.435,64.02,91,64,5.1,MK,1660451169
394,Donji Vakuf,44.1436,17.4,57.54,99,98,3.04,BA,1660451169
395,Yicheng,31.3705,119.8703,97.66,49,85,4.14,CN,1660451169
396,Khovd,48.0056,91.6419,70.66,29,11,0.96,MN,1660451170
397,‘Āhuimanu,21.4447,-157.8378,83.91,70,100,16.11,US,1660451170
398,Kyra,49.5776,111.9753,68.67,59,85,1.52,RU,1660451171
399,Camacha,33.0833,-16.3333,67.42,88,40,6.91,PT,1660451171
400,Mwinilunga,-11.7358,24.4293,55.36,47,12,1.79,ZM,1660451172
401,Portland,45.5234,-122.6762,71.58,66,20,10.36,US,1660450948
402,Saint-François,46.4154,3.9054,71.04,56,0,18.41,FR,1660451172
403,Moussoro,13.6408,16.4901,77.63,82,100,2.93,TD,1660451173
404,Iquique,-20.2208,-70.1431,59.04,79,80,1.81,CL,1660450943
405,Inuvik,68.3499,-133.7218,57.96,82,75,12.66,CA,1660451174
406,Verkhov'ye,52.8119,37.2425,66.29,77,100,4.45,RU,1660451174
407,Ende,-8.8432,121.6623,86.63,59,3,5.79,ID,1660451174
408,Hailun,47.45,126.9333,74.34,64,97,1.34,CN,1660451175
409,Harper,4.375,-7.7169,75.6,80,81,11.72,LR,1660450838
410,Aktobe,50.2797,57.2072,77.09,41,0,11.18,KZ,1660451051
411,Voh,-20.9667,164.7,79.77,54,77,9.28,NC,1660451176
412,Anamur,36.0751,32.8369,80.13,67,0,5.73,TR,1660451176
413,Bukoba,-1.3317,31.8122,68.77,76,93,4.61,TZ,1660451177
414,Novy Urengoy,66.0833,76.6333,49.96,94,100,19.77,RU,1660451056
415,Smolenka,52.1352,113.4974,71.67,46,7,4.47,RU,1660451178
416,Porbandar,21.6422,69.6093,80.33,85,100,21.68,IN,1660451081
417,Sinnamary,5.3833,-52.95,77.94,81,34,10.96,GF,1660451179
418,Miraflores,19.2167,-98.8083,63.25,93,100,3.8,MX,1660451179
419,Tamandaré,-8.7597,-35.1047,74.08,71,28,11.92,BR,1660451179
420,Ginda,30.6945,78.4932,73.09,85,39,3.91,IN,1660451180
421,Río Cuarto,-33.1307,-64.3499,59.47,54,0,4.61,AR,1660451180
422,Marrakesh,31.6315,-8.0083,75.27,64,40,6.91,MA,1660451181
423,Antalaha,-14.9003,50.2788,68.47,87,80,7.18,MG,1660451181
424,Altus,34.6381,-99.334,87.31,43,0,9.22,US,1660451182
425,Kailua,21.4022,-157.7394,84.18,72,100,6.91,US,1660451182
426,Flin Flon,54.7682,-101.865,61.57,70,29,7.74,CA,1660451008
427,Bambanglipuro,-7.95,110.2833,83.91,71,74,8.68,ID,1660450834
428,Saryg-Sep,51.5,95.6,71.74,44,70,5.21,RU,1660451183
429,Roald,62.5833,6.1333,58.75,88,0,6.91,NO,1660451183
430,Grand Gaube,-20.0064,57.6608,70.38,66,99,10.0,MU,1660451184
431,Nome,64.5011,-165.4064,46.47,76,100,13.8,US,1660451184
432,Sooke,48.3746,-123.7276,66.09,88,95,21.85,CA,1660451185
433,Goderich,43.7501,-81.7165,64.9,94,95,3.44,CA,1660451185
434,Kavaratti,10.5669,72.642,81.52,78,100,10.92,IN,1660451186
435,Dărăşti-Ilfov,44.3089,26.0183,73.02,70,80,3.29,RO,1660451186
436,Terrace,54.5163,-128.6035,62.51,77,75,21.85,CA,1660451186
437,Benghazi,32.1167,20.0667,79.86,66,0,8.37,LY,1660451187
438,Puksoozero,62.5903,40.6066,54.86,58,26,2.57,RU,1660451187
439,Kushima,31.4583,131.2333,90.88,62,75,10.54,JP,1660451188
440,Ukhta,63.5671,53.6835,53.85,61,63,8.55,RU,1660451188
441,Pierre,44.3683,-100.351,73.85,72,0,9.22,US,1660451189
442,Deep River,46.1001,-77.4995,56.95,62,77,0.85,CA,1660451150
443,Eurajoki,61.2,21.7333,57.22,89,5,5.35,FI,1660451189
444,Āsosa,10.0667,34.5333,59.61,89,100,1.1,ET,1660451190
445,Rodeo,38.033,-122.2669,73.09,71,0,11.5,US,1660451190
446,Tezu,27.9167,96.1667,89.6,63,76,2.98,IN,1660451190
447,Ormara,25.2088,64.6357,82.71,79,96,4.88,PK,1660451191
448,Mailsi,29.8003,72.1758,88.65,60,60,8.81,PK,1660451191
449,Albertville,34.2676,-86.2089,72.07,85,0,0.0,US,1660451192
450,Urusha,54.05,122.9,73.33,51,79,4.32,RU,1660451192
451,Ozernovskiy,51.5,156.5167,57.25,94,99,4.81,RU,1660451193
452,Heihe,50.2441,127.4902,75.78,56,5,0.22,CN,1660451193
453,Gunjur,13.2019,-16.7339,77.07,94,75,0.0,GM,1660451194
454,Imbituba,-28.24,-48.6703,65.86,99,100,8.79,BR,1660451194
455,Tlučná,49.7243,13.2353,63.82,94,75,1.99,CZ,1660451194
456,Chulym,55.0997,80.9572,65.12,54,48,21.7,RU,1660451195
457,Hyères,43.1167,6.1167,78.69,54,0,3.44,FR,1660451195
458,Zaoyang,32.1272,112.7542,99.79,39,99,17.54,CN,1660451196
459,Clyde River,70.4692,-68.5914,46.63,81,75,4.61,CA,1660451196
460,Aksarka,66.5606,67.7975,50.11,66,100,16.37,RU,1660451197
461,Kosonsoy,41.2561,71.5508,75.76,18,0,4.34,UZ,1660451197
462,Bontang,0.1333,117.5,86.47,62,100,5.28,ID,1660451197
463,Vestmannaeyjar,63.4427,-20.2734,48.24,88,97,5.82,IS,1660451198
464,Bethanien,-26.502,17.1583,38.73,63,19,3.78,NA,1660451198
465,Carutapera,-1.195,-46.02,75.92,89,75,6.38,BR,1660451199
466,Auki,-8.7676,160.7034,84.22,66,32,3.65,SB,1660451199
467,Aleksandrovsk-Sakhalinskiy,50.8975,142.1561,68.47,69,42,5.95,RU,1660451200
468,Gouyave,12.1646,-61.7296,79.57,89,75,4.61,GD,1660451200
469,Pankrushikha,53.8319,80.3406,69.87,42,57,18.28,RU,1660451201
470,Melhus,63.2855,10.2781,53.58,95,100,1.12,NO,1660451201
471,Olafsvik,64.8945,-23.7142,47.88,76,63,4.99,IS,1660450721
472,Somerset East,-32.7217,25.588,42.85,66,9,11.21,ZA,1660451202
473,Mikkeli,61.6886,27.2723,64.15,88,0,2.3,FI,1660451202
474,Asău,46.4333,26.4,65.32,90,21,4.25,RO,1660451202
475,Kuching,1.55,110.3333,84.42,74,20,4.61,MY,1660451203
476,Sola,-13.8833,167.55,79.34,80,78,19.84,VU,1660451203
477,Samarai,-10.6167,150.6667,81.12,76,62,2.24,PG,1660451204
478,Muros,42.7762,-9.0603,63.84,88,18,5.41,ES,1660451204
479,Tamiahua,21.2667,-97.45,81.19,83,97,9.04,MX,1660451204
480,Chiang Khong,20.2613,100.4046,82.72,72,97,2.42,TH,1660451205
481,Shelburne,44.0787,-80.2041,60.76,70,53,2.75,CA,1660451205
482,Sakaiminato,35.55,133.2333,82.38,83,75,20.71,JP,1660451206
483,Turan,16.0678,108.2208,93.18,55,20,3.44,VN,1660451206
484,Mount Isa,-20.7333,139.5,71.37,18,4,13.8,AU,1660450843
485,Devils Lake,48.1128,-98.8651,67.95,81,0,5.75,US,1660450753
486,Kununurra,-15.7667,128.7333,91.38,18,29,8.05,AU,1660450726
487,Kirakira,-10.4544,161.9205,82.87,74,32,6.51,SB,1660451207
488,Karratha,-20.7377,116.8463,83.25,36,17,9.15,AU,1660451208
489,Faya,18.3851,42.4509,66.72,71,96,4.25,SA,1660450740
490,Moissac,44.1024,1.0945,69.67,97,50,6.46,FR,1660451208
491,Petropavlovsk-Kamchatskiy,53.0452,158.6483,59.59,88,75,8.95,RU,1660451209
492,Saint-Pierre,-21.3393,55.4781,69.3,62,20,2.3,RE,1660451209
493,Te Anau,-45.4167,167.7167,50.49,63,13,3.44,NZ,1660450728
494,Vuktyl,63.8567,57.3094,49.96,74,100,8.46,RU,1660451210
495,Tanout,14.9709,8.8879,80.73,57,73,4.97,NE,1660451210
496,Yueyang,29.3333,113.0919,96.8,43,100,15.48,CN,1660451211
497,Zaraza,9.3503,-65.3245,73.22,97,81,1.95,VE,1660451211
498,Aitape,-3.1374,142.3475,85.03,65,54,9.08,PG,1660451211
499,Alyangula,-13.8483,136.4192,79.23,49,53,15.41,AU,1660451212
500,Cleburne,32.3476,-97.3867,89.29,48,0,10.36,US,1660451045
501,Kulhudhuffushi,6.6221,73.07,81.25,78,100,7.72,MV,1660451212
502,Lerwick,60.1545,-1.1494,57.2,93,17,6.06,GB,1660451213
503,Naryan-Mar,67.6713,53.087,49.53,63,100,12.19,RU,1660450824
504,Lima,-12.0432,-77.0282,58.89,86,100,5.75,PE,1660450944
505,Pakxan,18.3778,103.6601,83.97,76,100,3.58,LA,1660451214
506,Maromme,49.4793,1.0238,66.27,50,0,8.05,FR,1660451214
507,Chinhoyi,-17.3667,30.2,56.17,60,0,4.16,ZW,1660451215
508,Nemyriv,48.9708,28.8378,62.44,76,76,7.49,UA,1660451215
509,Kholm,59.2667,32.85,63.25,82,12,2.26,RU,1660451215
510,Launceston,-41.45,147.1667,58.33,85,75,21.85,AU,1660451216
511,Koumac,-20.5667,164.2833,79.56,57,70,7.99,NC,1660451216
512,Mogocha,53.7333,119.7667,75.6,39,13,6.67,RU,1660451217
513,Alofi,-19.0595,-169.9187,73.29,64,100,12.66,NU,1660451217
514,Burnie,-41.0667,145.9167,59.38,66,36,8.46,AU,1660451217
515,Vanino,49.0869,140.2543,71.1,60,33,7.02,RU,1660451218
516,Beloha,-25.1667,45.05,62.4,65,0,7.11,MG,1660451218
517,Kimberley,-28.7323,24.7623,31.69,86,0,5.75,ZA,1660451219
518,Manokwari,-0.8667,134.0833,82.09,71,98,5.37,ID,1660451219
519,Nevel',56.0209,29.9284,59.81,77,84,4.12,RU,1660451220
520,Liberty,31.8335,-81.5004,76.26,47,0,0.0,US,1660451220
521,Seydi,39.4816,62.9137,88.72,20,0,19.91,TM,1660451221
522,Sharlyk,52.9167,54.75,71.15,55,27,11.41,RU,1660451221
523,Khanino,54.211,36.6229,62.71,70,100,3.27,RU,1660451222
524,Praia,14.9215,-23.5087,79.34,73,100,5.75,CV,1660451222
525,Zheleznogorsk,52.331,35.3711,67.71,71,89,9.33,RU,1660451222
526,Marystown,47.1666,-55.1483,62.19,95,100,8.63,CA,1660451223
527,Pharr,26.1948,-98.1836,83.08,79,0,4.61,US,1660451098
528,Senj,44.9894,14.9058,68.72,74,37,5.95,HR,1660451223
529,Zhigansk,66.7697,123.3711,60.85,63,55,4.65,RU,1660451224
530,Sobreira,41.5237,-7.8023,54.95,96,40,2.3,PT,1660451224
531,Khasan,42.4308,130.6434,77.16,62,100,3.71,RU,1660451225
532,Vanavara,60.34,102.2797,55.02,58,99,0.67,RU,1660451225
533,Huangmei,30.1924,116.025,97.16,43,87,8.59,CN,1660451226
534,Minna,9.6139,6.5569,73.11,94,75,17.27,NG,1660451226
535,Hambantota,6.1241,81.1185,86.34,74,20,5.75,LK,1660451227
536,Agropoli,40.3469,14.9966,65.08,82,0,4.41,IT,1660451227
537,High Rock,26.6208,-78.2833,83.32,66,36,6.31,BS,1660451227
538,Nantucket,41.2835,-70.0995,68.11,69,100,4.61,US,1660451228
539,Takoradze,4.8845,-1.7554,74.57,86,98,11.54,GH,1660451228
540,Lázaro Cárdenas,17.9583,-102.2,77.34,90,100,4.65,MX,1660451229
541,Olinda,-8.0089,-34.8553,76.73,65,40,13.8,BR,1660451229
542,Half Moon Bay,37.4636,-122.4286,67.53,81,100,16.11,US,1660451230
543,Camp Verde,34.5636,-111.8543,82.83,64,95,4.88,US,1660451230
544,Hualmay,-11.0964,-77.6139,61.12,84,34,8.41,PE,1660451231
545,Ketchikan,55.3422,-131.6461,61.27,77,100,10.36,US,1660450555
546,Wilkie,52.4168,-108.7014,66.88,80,10,14.34,CA,1660451231
547,Kitoy,52.6,103.9,70.68,43,88,2.68,RU,1660451028
548,Bonavista,48.6499,-53.1147,59.31,95,64,7.61,CA,1660451232
