,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,Kyzyl-Suu,42.3414,78.0056,61.97,62,68,2.44,KG,1659450722
364,Perth,-31.9333,115.8333,59.09,57,100,33.38,AU,1659450631
365,Gravdal,68.1214,13.5031,53.49,76,75,10.36,NO,1659450723
366,‘Āhuimanu,21.4447,-157.8378,76.71,76,0,12.66,US,1659450723
367,Ahipara,-35.1667,173.1667,54.05,87,100,4.94,NZ,1659450724
368,Mnogovershinnyy,53.9353,139.9242,57.69,99,100,3.06,RU,1659450147
369,Magadan,59.5667,150.8,51.53,95,82,8.52,RU,1659450725
370,Corinth,37.9407,22.9573,89.89,29,0,13.76,GR,1659450541
371,Andenes,69.3143,16.1194,53.92,82,75,12.66,NO,1659450726
372,Malé,4.1748,73.5089,84.15,79,75,21.85,MV,1659450727
373,Penzance,50.1186,-5.5371,72.77,83,20,19.57,GB,1659450728
374,Varberg,57.1056,12.2508,67.23,79,100,14.05,SE,1659450729
375,Buala,-8.145,159.5921,79.54,84,68,8.01,SB,1659450517
376,Aswān,24.0934,32.907,105.06,12,83,14.47,EG,1659450729
377,Jishou,28.3167,109.7167,80.6,73,9,1.52,CN,1659450730
378,Baoqing,46.3317,132.2111,73.98,86,75,6.08,CN,1659450731
379,Mercedes,-34.6515,-59.4307,55.78,58,100,8.16,AR,1659450731
380,Pueblo Nuevo,23.3833,-105.3833,65.39,57,60,1.39,MX,1659450732
381,Reconquista,-29.15,-59.65,68.5,63,57,8.52,AR,1659450733
382,Burgeo,47.6167,-57.6152,66.34,89,96,9.82,CA,1659450607
383,Pāsighāt,28.0667,95.3333,79.34,87,97,2.89,IN,1659450734
384,Kulhudhuffushi,6.6221,73.07,80.35,77,100,26.19,MV,1659450522
385,Lüderitz,-26.6481,15.1594,57.49,70,0,4.72,,1659450734
387,Arrondissement de Sedan,49.6667,5.0,82.72,30,100,4.94,FR,1659450736
388,Ayna,-12.65,-73.9167,68.56,57,54,3.62,PE,1659450737
389,Hangu,39.2489,117.7892,84.24,76,80,8.75,CN,1659450738
390,Snåase,64.2457,12.3778,63.81,40,21,8.46,NO,1659450738
391,Garça,-22.2106,-49.6561,84.0,25,0,8.37,BR,1659450739
392,North Platte,41.1239,-100.7654,76.89,65,0,0.0,US,1659450739
393,Isla Mujeres,21.2311,-86.731,86.05,76,98,7.45,MX,1659450740
394,Mount Gambier,-37.8333,140.7667,53.11,77,100,20.96,AU,1659450697
395,Muros,42.7762,-9.0603,83.08,51,23,6.31,ES,1659450741
396,Dondo,-19.6094,34.7431,71.28,70,50,10.36,MZ,1659450161
397,Milos,36.75,24.4333,77.74,64,0,19.6,GR,1659450742
398,Nantucket,41.2835,-70.0995,79.09,84,40,11.5,US,1659450743
399,Āmli,20.2833,73.0167,80.04,85,100,4.56,IN,1659450743
400,Makkah al Mukarramah,21.4267,39.8261,90.55,46,100,18.81,SA,1659450744
401,Chui,-33.6971,-53.4616,61.59,82,99,7.7,UY,1659450744
402,Pemba,-12.974,40.5178,79.5,78,20,14.97,MZ,1659450745
403,Pushkinskiye Gory,57.0209,28.9103,69.66,58,42,4.21,RU,1659450745
404,Sémbé,1.6481,14.5806,87.3,44,63,2.26,CG,1659450746
405,Hua Hin,12.5707,99.9588,83.89,99,100,6.87,TH,1659450746
406,Airai,-8.9266,125.4092,56.19,89,95,2.01,TL,1659450747
407,Leganés,40.3272,-3.7635,101.59,23,0,6.91,ES,1659450747
408,Westport,41.1415,-73.3579,84.72,85,0,8.05,US,1659450162
409,Ormara,25.2088,64.6357,82.53,87,53,14.03,PK,1659450171
410,Dom Pedrito,-30.9828,-54.6731,66.25,65,30,6.11,BR,1659450748
411,Hualmay,-11.0964,-77.6139,64.0,76,47,10.2,PE,1659450749
412,Tarija,-21.5355,-64.7296,60.71,55,0,0.0,BO,1659450749
413,La Ronge,55.1001,-105.2842,57.45,94,100,8.05,CA,1659450750
414,Camaçari,-12.6975,-38.3242,80.37,53,68,8.32,BR,1659450730
415,Novikovo,51.1537,37.8879,77.38,60,100,14.2,RU,1659450751
416,Barbosa Ferraz,-24.03,-52.0117,83.59,34,0,4.7,BR,1659450751
417,General Roca,-39.0333,-67.5833,52.47,41,0,7.09,AR,1659450751
418,Kargat,55.1956,80.2811,58.64,68,25,8.72,RU,1659450752
419,Oranjestad,12.524,-70.027,85.95,70,75,19.57,AW,1659450611
420,Arlit,18.7369,7.3853,98.11,26,11,4.5,NE,1659450474
421,Zhezkazgan,47.8043,67.7144,84.18,26,40,4.47,KZ,1659450753
422,Aripuanã,-9.1667,-60.6333,92.91,27,92,3.83,BR,1659450753
423,Lavrentiya,65.5833,-171.0,48.36,71,16,5.59,RU,1659450753
424,Troitsko-Pechorsk,62.7084,56.1964,71.15,53,10,4.12,RU,1659450754
425,Siguiri,11.6667,-9.5,82.81,70,44,2.06,GN,1659450754
426,Machico,32.7,-16.7667,83.71,68,20,20.71,PT,1659450755
427,Glenwood Springs,39.5505,-107.3248,69.06,74,0,5.75,US,1659450755
428,Kolyvan',55.3053,82.7391,65.82,60,87,7.76,RU,1659450756
429,Ginda,30.6945,78.4932,66.67,94,7,1.34,IN,1659450756
430,Tabou,4.423,-7.3528,76.69,67,75,8.32,CI,1659450757
431,Jutaí,-5.1833,-68.9,87.3,59,99,1.41,BR,1659450757
432,Dawlatabad,36.4141,64.9053,90.59,20,15,9.04,AF,1659450758
433,Korla,41.7597,86.1469,81.91,34,44,13.96,CN,1659450758
434,Bathsheba,13.2167,-59.5167,88.41,83,40,23.02,BB,1659450758
435,Lerwick,60.1545,-1.1494,60.8,92,97,24.0,GB,1659450759
436,Armidale,-30.5167,151.65,38.73,73,85,4.0,AU,1659450742
437,Mbandaka,0.0487,18.2603,80.74,62,31,1.21,CD,1659450759
438,Isangel,-19.55,169.2667,75.74,91,100,8.79,VU,1659450473
439,Flinders,-34.5833,150.8552,56.37,72,100,7.0,AU,1659450760
440,Nicaea,40.4286,29.7211,86.0,46,21,17.43,TR,1659450761
441,Matara,5.9485,80.5353,77.34,85,100,17.76,LK,1659450761
442,Barcelona,41.3888,2.159,97.81,55,0,16.11,ES,1659450490
443,Saint-Joseph,-21.3667,55.6167,70.18,79,29,8.93,RE,1659450762
444,Mocuba,-16.8392,36.9856,67.87,86,99,4.23,MZ,1659450762
445,Safi,32.2994,-9.2372,82.94,61,0,24.02,MA,1659450493
446,Laas,46.6166,10.7002,79.7,52,89,2.91,IT,1659450763
447,Amapá,1.0,-52.0,88.38,53,3,4.85,BR,1659450763
448,Yar-Sale,66.8333,70.8333,65.73,56,12,6.89,RU,1659450764
449,Aksu,41.1231,80.2644,81.43,36,26,2.44,CN,1659450764
450,Cap Malheureux,-19.9842,57.6142,69.48,67,9,1.99,MU,1659450516
451,Jardim,-21.4803,-56.1381,90.68,21,1,8.7,BR,1659450765
452,Asunción,-25.3007,-57.6359,80.04,47,75,12.66,PY,1659450606
453,Moshi,-3.35,37.3333,77.41,40,56,7.65,TZ,1659450765
454,Vetlanda,57.4289,15.0776,71.47,32,100,9.26,SE,1659450766
455,Southbridge,42.0751,-72.0334,82.29,80,0,1.01,US,1659450604
456,Urmia,37.5527,45.0761,94.55,17,40,11.5,IR,1659450766
457,Golden,39.7555,-105.2211,81.05,43,40,3.44,US,1659450607
458,Conceição do Araguaia,-8.2578,-49.2647,96.21,21,62,9.46,BR,1659450767
459,Waingapu,-9.6567,120.2641,73.98,85,69,3.83,ID,1659450767
460,Skibotn,69.3913,20.2679,57.76,96,100,7.92,NO,1659450768
461,Jerantut,3.936,102.3626,75.43,97,99,1.54,MY,1659450768
462,Necochea,-38.5473,-58.7368,55.26,70,100,8.63,AR,1659450459
463,Gizo Government Station,-8.103,156.8419,81.48,76,79,7.16,SB,1659450769
464,Illescas,40.1221,-3.847,102.58,19,21,6.69,ES,1659450769
465,Yinchuan,38.4681,106.2731,88.81,34,94,10.29,CN,1659450770
466,Abū Zabad,12.35,29.25,79.63,65,97,9.51,SD,1659450770
467,Leningradskiy,69.3833,178.4167,57.25,50,100,14.63,RU,1659450770
468,Arrondissement du Havre,49.5833,0.3333,84.34,69,0,5.75,FR,1659450771
469,Staryy Nadym,65.6118,72.6842,63.81,54,24,7.25,RU,1659450771
470,Arujá,-23.3961,-46.3208,75.24,49,0,6.91,BR,1659450583
471,Deniliquin,-35.5333,144.9667,55.42,60,100,18.68,AU,1659450772
472,Pagudpud,18.5616,120.7868,76.66,94,100,5.55,PH,1659450773
473,Auxerre,47.8,3.5667,89.64,23,17,5.66,FR,1659450773
474,Qui Nhon,13.7667,109.2333,80.8,85,100,5.12,VN,1659450773
475,Anadyr,64.75,177.4833,45.1,81,0,4.47,RU,1659450774
476,Karaton,-6.3424,106.1045,73.49,92,48,2.06,ID,1659450774
477,Ambulu,-8.345,113.6058,74.73,95,100,2.98,ID,1659450775
478,Marsá Maţrūḩ,31.3525,27.2453,85.48,57,0,12.84,EG,1659450776
479,Guarapari,-20.6667,-40.4975,80.89,58,0,13.76,BR,1659450777
480,Gao,16.6362,1.637,96.49,31,93,4.18,ML,1659450777
481,Mayor Pablo Lagerenza,-19.9309,-60.7718,89.92,28,94,13.15,PY,1659450777
482,Kutum,14.2,24.6667,85.84,34,15,5.39,SD,1659450778
483,Chingirlau,51.095,54.0814,77.13,46,88,12.57,KZ,1659450778
484,Boralday,43.3578,76.8594,82.26,30,75,4.47,KZ,1659450779
485,Miramar,25.9873,-80.2323,91.02,68,0,4.61,US,1659450779
486,Tigil',57.8,158.6667,52.32,92,100,5.82,RU,1659450780
487,Morondava,-20.2833,44.2833,75.85,72,0,12.44,MG,1659450780
488,Andros Town,24.7,-77.7667,84.16,64,0,12.1,BS,1659450780
489,Laguna,38.421,-121.4238,76.96,78,0,0.0,US,1659450781
490,Shingū,33.7333,135.9833,78.62,87,100,6.08,JP,1659450781
491,Nome,64.5011,-165.4064,53.67,82,0,0.0,US,1659450469
492,Tezu,27.9167,96.1667,78.03,97,96,3.22,IN,1659450782
493,Nouadhibou,20.931,-17.0347,78.78,69,75,13.8,MR,1659450524
494,Panguna,-6.3164,155.4848,68.23,94,81,2.68,PG,1659450784
495,Areosa,41.7178,-8.8571,75.97,65,9,6.51,PT,1659450784
496,Jieshi,22.8134,115.8257,83.66,78,100,5.86,CN,1659450785
497,Omboué,-1.5746,9.2618,78.28,62,93,11.36,GA,1659450786
498,Thinadhoo,0.5333,72.9333,81.68,74,29,13.8,MV,1659450786
499,Palmer,42.1584,-72.3287,82.24,75,40,5.75,US,1659450708
500,Leshukonskoye,64.8989,45.7622,61.7,72,100,3.8,RU,1659450787
501,Flin Flon,54.7682,-101.865,62.44,67,100,6.91,CA,1659450788
502,Chimbote,-9.0853,-78.5783,63.81,85,53,7.11,PE,1659450532
503,Zhigansk,66.7697,123.3711,49.26,63,57,15.75,RU,1659450789
504,Tateyama,34.9833,139.8667,81.1,91,100,9.24,JP,1659450789
505,Batagay-Alyta,67.8006,130.4114,48.99,83,100,5.53,RU,1659450790
506,Nishihara,26.1842,127.7558,82.06,89,20,6.91,JP,1659450790
507,Kaitangata,-46.2817,169.8464,47.23,88,100,13.69,NZ,1659450791
508,Pauini,-7.7136,-66.9764,91.96,45,98,2.46,BR,1659450792
509,Labytnangi,66.6572,66.4183,69.67,53,6,7.92,RU,1659450742
510,Zheleznodorozhnyy,55.7503,38.0042,81.21,39,46,4.81,RU,1659450793
511,Upington,-28.4478,21.2561,59.38,77,40,10.36,ZA,1659450794
512,Lodwar,3.1191,35.5973,75.11,64,100,0.98,KE,1659450794
513,Yangi Marg`ilon,40.4272,71.7189,84.92,28,92,6.91,UZ,1659450795
514,Sabang,5.8933,95.3214,80.29,80,100,24.67,ID,1659450796
515,Saint-Augustin,51.226,-58.6502,71.04,74,100,18.25,CA,1659450796
516,Mastung,29.7994,66.845,84.27,21,3,10.13,PK,1659450797
517,Batesville,35.7698,-91.641,82.94,85,20,5.75,US,1659450797
518,Susa,32.1942,48.2436,114.44,18,16,10.98,IR,1659450798
519,Correntina,-13.3433,-44.6367,87.6,23,2,10.27,BR,1659450799
520,Cape Canaveral,28.4058,-80.6048,88.07,73,0,8.05,US,1659450799
521,Ardakān,32.31,54.0175,97.95,13,1,12.08,IR,1659450800
522,Goya,-29.14,-59.2626,68.95,64,51,6.29,AR,1659450800
523,Copiapó,-27.3667,-70.3333,51.49,65,19,3.8,CL,1659450801
524,Porbandar,21.6422,69.6093,82.6,78,99,13.09,IN,1659450802
525,Sobolevo,54.4299,31.8996,71.67,74,100,1.72,RU,1659450802
526,Nuuk,64.1835,-51.7216,54.21,66,75,16.11,GL,1659450803
527,Hurghada,27.2574,33.8129,92.93,32,20,17.07,EG,1659450803
528,Le Mars,42.7942,-96.1656,84.85,74,0,17.27,US,1659450804
529,Batemans Bay,-35.7167,150.1833,55.09,65,100,8.19,AU,1659450804
530,Ribeira Brava,32.65,-17.0667,83.71,68,1,1.54,PT,1659450805
531,Vanimo,-2.6741,141.3028,78.49,89,74,6.76,PG,1659450806
532,Alta Floresta,-9.8756,-56.0861,91.22,38,0,5.75,BR,1659450807
533,Distracción,10.8969,-72.8861,87.62,54,98,7.11,CO,1659450807
534,Williams Lake,52.1415,-122.1445,58.57,84,0,8.05,CA,1659450637
535,Shenjiamen,29.9576,122.298,82.31,87,37,11.61,CN,1659450808
536,Yeppoon,-23.1333,150.7333,56.98,94,94,5.53,AU,1659450808
537,Esim,4.8699,-2.2405,77.79,63,56,8.95,GH,1659450480
538,Lyubech,51.7026,30.6569,65.05,92,100,8.59,UA,1659450809
539,St. Marys,30.7305,-81.5465,88.02,73,0,6.91,US,1659450810
540,Eureka,40.8021,-124.1637,58.93,89,22,5.19,US,1659450810
541,Ishigaki,24.3448,124.1572,80.73,89,20,6.91,JP,1659450811
542,Bull Savanna,17.8868,-77.5902,85.3,62,63,6.31,JM,1659450811
543,Nichinan,31.6,131.3667,79.18,94,23,5.68,JP,1659450812
544,Provideniya,64.3833,-173.3,50.25,68,39,5.17,RU,1659450812
545,Klaksvík,62.2266,-6.589,54.52,88,100,13.24,FO,1659450813
546,Mafinga,-7.25,35.0667,80.78,27,11,13.06,TZ,1659450813
547,Departamento de Maldonado,-34.6667,-54.9167,56.59,75,100,10.29,UY,1659450814
548,Santa Cruz de Barahona,18.2085,-71.1008,91.22,70,20,11.5,DO,1659450814
549,Vila,42.0304,-8.1588,91.71,31,0,10.67,PT,1659450815
550,Puerto Madero,14.7208,-92.4215,80.8,89,40,0.0,MX,1659450815
551,Denpasar,-8.65,115.2167,78.46,94,40,5.75,ID,1659450582
552,Ust'-Omchug,61.15,149.6333,54.57,87,90,5.66,RU,1659450735
553,Pangnirtung,66.1451,-65.7125,46.4,87,75,8.05,CA,1659450816
554,Qaqortoq,60.7167,-46.0333,48.54,67,100,6.02,GL,1659450552
555,Petropavlovsk-Kamchatskiy,53.0452,158.6483,55.99,94,75,4.47,RU,1659450817
556,Stromness,58.965,-3.296,67.96,83,88,8.99,GB,1659450817
557,Senovo,46.0236,15.4769,81.21,64,75,3.44,SI,1659450818
558,Drovyanaya,51.5833,113.0333,65.17,79,100,2.15,RU,1659450818
559,Nemuro,43.3236,145.575,59.56,94,100,10.4,JP,1659450818
560,Nago,26.5881,127.9761,82.83,86,2,7.05,JP,1659450819
561,Richards Bay,-28.783,32.0377,68.54,69,0,15.39,ZA,1659450819
562,Mareeba,-17.0,145.4333,65.12,95,44,2.66,AU,1659450820
563,Mpongwe,-13.5091,28.155,77.85,27,3,8.93,ZM,1659450820
564,Hirado,33.3597,129.5531,82.38,92,100,10.96,JP,1659450821
565,Marzuq,14.4,46.4667,83.98,49,11,13.11,YE,1659450821
566,Guerrero Negro,27.9769,-114.0611,74.68,67,99,8.99,MX,1659450822
567,Fuyu,45.1833,124.8167,79.36,71,100,6.6,CN,1659450823
568,Taltal,-25.4,-70.4833,58.82,72,27,3.8,CL,1659450750
569,Caravelas,-17.7125,-39.2481,77.5,64,77,6.17,BR,1659450823
570,Wieluń,51.221,18.5696,75.25,54,76,6.42,PL,1659450823
571,Lidköping,58.5052,13.1577,61.41,76,100,8.55,SE,1659450824
572,Aden,12.7794,45.0367,86.85,65,0,21.27,YE,1659450450
